game_id,name,team,number,goals,assists,ds,turns
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Nick Ochoa,Texas A&M (7),#04,1,0,1,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,David Na,Texas A&M (7),#11,3,3,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,David Smith,Texas A&M (7),#35,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Luke Yanker,Texas A&M (7),#14,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,John Abuhamad,Texas A&M (7),#03,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Connor Cole,Texas A&M (7),#80,0,0,1,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Benjamin Lewis,Texas A&M (7),#07,2,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Dalton Smith,Texas A&M (7),#13,0,2,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Austin Delk,Texas A&M (7),#10,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Kyle Zawieja,Texas A&M (7),#12,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Daniel Ehrig,Texas A&M (7),#06,1,2,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Garrett Krebs,Texas A&M (7),#08,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Matthew Bennett,Texas A&M (7),#02,0,4,1,5
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Robert Lewis,Texas A&M (7),#09,1,0,0,3
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Kevin Land,Texas A&M (7),#18,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Charles Coleman,Texas A&M (7),#36,2,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Jonathan Nance,Texas A&M (7),#88,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Ian Smith,Texas A&M (7),#01,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Jared Schueler,Texas A&M (7),#32,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Thomas Slack,Texas A&M (7),#23,2,1,1,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Ryan  Jones,Texas A&M (7),#42,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Daniel Lee,Michigan (11),#41,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Charles Hyde,Michigan (11),#48,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Michael Roberts,Michigan (11),#43,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Benjamin Page,Michigan (11),#14,1,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Jonathan Paruk,Michigan (11),#04,0,1,1,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Jesse Buchsbaum,Michigan (11),#34,2,1,0,1
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Krishna Mahajan,Michigan (11),#12,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Andrew Dyer Jr,Michigan (11),#20,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Andrew Purugganan,Michigan (11),#01,1,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Ryan Schechtman,Michigan (11),#15,1,0,0,1
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Robert Moyer,Michigan (11),#40,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Max Teener,Michigan (11),#23,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Eli Leonard,Michigan (11),#08,0,3,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Dan Calabrese,Michigan (11),#72,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Elijah Graves,Michigan (11),#17,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Jordan Macocha,Michigan (11),#07,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Sam Greenwood,Michigan (11),#05,3,2,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Noah Backer,Michigan (11),#00,0,1,0,2
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Alexander Heatlie,Michigan (11),#10,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Wesley Chen,Michigan (11),#02,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Zachary Goulson,Michigan (11),#11,1,3,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Jesse Haji-Sheikh,Michigan (11),#06,1,0,0,1
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Andy Yu,Michigan (11),#33,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Alexander Russomanno,Michigan (11),#03,4,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Travis Compo,Michigan (11),#21,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Yonatan (Yoni) Rafael,Michigan (11),#81,1,4,1,1
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Daniel Detone,Michigan (11),#18,0,0,0,0
rnQKIeOKxsAAy38278hLQwhyF2y3pCWPJvVN1eicsbM%3d,Jake Moyer,Michigan (11),#70,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Christopher Bonner,California-San Diego (13),#87,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,James Lai,California-San Diego (13),#01,3,2,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Brendan Winnacott,California-San Diego (13),#14,1,0,1,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Sean Wilkinson,California-San Diego (13),#13,0,2,1,1
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Nicholas Smith,California-San Diego (13),#44,1,2,0,2
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Zachary Murez,California-San Diego (13),#97,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Paul Morimoto,California-San Diego (13),#08,0,2,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Steven Chung,California-San Diego (13),#33,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Mark Bunnell,California-San Diego (13),#47,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Jesse Cohen,California-San Diego (13),#84,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Zachary Wu,California-San Diego (13),#23,1,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Kedar Pujara,California-San Diego (13),#25,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Zachary Spidell,California-San Diego (13),#94,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,James Linscheid,California-San Diego (13),#40,1,0,2,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Tyler Gates,California-San Diego (13),#04,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Christopher Liu,California-San Diego (13),#05,0,0,0,1
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Nikhar Abbas,California-San Diego (13),#02,1,2,0,1
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Migal Manickaraj,California-San Diego (13),#19,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Justin Lin,California-San Diego (13),#28,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Trevor Purdy,California-San Diego (13),#55,3,2,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Ben Kumler,California-San Diego (13),#41,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Cody Kirkland,California-San Diego (13),#22,1,1,0,4
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Alistair Mcintyre,California-San Diego (13),#10,0,2,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Glenn Allen,California-San Diego (13),#54,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Aaron Lee,California-San Diego (13),#12,0,0,0,3
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Gavriel Gelbart,California-San Diego (13),#77,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Brent Lo,California-San Diego (13),#06,3,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Scott Dickson,Eastern Michigan (17),#19,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Trey Taliaferro,Eastern Michigan (17),#08,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Alex Theiss,Eastern Michigan (17),#21,1,1,0,2
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Johnny Bansfield,Eastern Michigan (17),#55,2,5,1,4
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Brennan Flynn,Eastern Michigan (17),#17,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Austin Engel,Eastern Michigan (17),#05,0,0,2,4
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Grant Furnier,Eastern Michigan (17),#27,2,0,1,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,James Highsmith,Eastern Michigan (17),#06,1,2,1,1
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Jonathan Lee,Eastern Michigan (17),#07,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Gary Grant,Eastern Michigan (17),#25,0,3,0,4
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Alexander Belanger,Eastern Michigan (17),#15,2,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Andrew Adler,Eastern Michigan (17),#11,0,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Joshua Osinski,Eastern Michigan (17),#22,1,0,0,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Daniel Boynton,Eastern Michigan (17),#36,3,1,1,0
T8w7ODBOcWIVP0ZtWnQM%2fwZma87vSgcLbnCVNukJkC0%3d,Jacob Noel,Eastern Michigan (17),#16,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Kolby Janzen,Texas (3),#33,2,1,0,1
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Jonathan Clutton,Texas (3),#19,1,0,0,1
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Norris Perkins,Texas (3),#42,3,0,1,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Casey Lemay,Texas (3),#12,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Aaryaman Singhal,Texas (3),#17,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Matthew Reese,Texas (3),#02,0,1,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,William Driscoll,Texas (3),#57,2,3,1,2
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Dennis Merworth,Texas (3),#14,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Nash Mock,Texas (3),#13,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Mitchell Bennett,Texas (3),#21,1,4,0,2
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Connor Breen,Texas (3),#10,0,1,1,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Garrett Idler,Texas (3),#06,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Jordan Taylor,Texas (3),#07,0,0,1,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Carlos Vargas,Texas (3),#30,1,2,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Cody Holloway,Texas (3),#34,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Michael Hays,Texas (3),#16,0,0,1,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Joel Clutton,Texas (3),#32,3,1,2,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Chris Brooks,Texas (3),#31,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Chase Cunningham,Texas (3),#20,1,1,0,1
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Sidney Watts,Texas (3),#01,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,David Miller,Texas (3),#48,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Dillon Larberg,Texas (3),#11,1,1,4,2
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Chris Giron,Texas (3),#83,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Hagen Fritz,Texas (3),#08,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Seth Drew,Tufts (15),#70,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Nicholas  Roberts,Tufts (15),#03,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Michael Hagenow,Tufts (15),#52,0,2,1,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Eamon Wick,Tufts (15),#94,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Tyler Chan,Tufts (15),#04,1,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Skyler Tom,Tufts (15),#12,1,0,0,1
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Jason Shnipes,Tufts (15),#19,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Sam Isaac,Tufts (15),#31,0,0,1,1
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Dylan Gully,Tufts (15),#10,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Nick Adolph,Tufts (15),#01,0,1,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,John Spiva,Tufts (15),#18,2,0,0,2
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Eric Shaw,Tufts (15),#09,2,1,1,1
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Carter Thallon,Tufts (15),#05,1,1,0,1
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,David Lyle,Tufts (15),#32,0,1,0,1
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Yukinobu Tanimoto,Tufts (15),#07,1,1,0,2
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Gavin Murphy,Tufts (15),#02,0,0,0,1
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,William Wong,Tufts (15),#25,0,0,0,1
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,David Taylor,Tufts (15),#33,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Ariel Rascoe,Tufts (15),#82,0,0,0,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Jesse Mahler,Tufts (15),#41,1,1,1,0
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Eugene Buonaccorsi,Tufts (15),#20,0,2,0,1
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Daniel Pavitt,Tufts (15),#24,2,1,0,1
j8gGbG%2fGd1OxISETSGVAGnU5dO7gNozAjME0YTLugtE%3d,Sam Dushay,Tufts (15),#08,0,0,0,1
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Pawel Janas,Colorado (1),#08,0,2,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Peter Gleason,Colorado (1),#09,0,2,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Tristan Voss,Colorado (1),#17,1,1,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Tim Morrissy,Colorado (1),#12,1,2,0,1
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Hidde Snieder,Colorado (1),#07,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Philip Sun,Colorado (1),#18,0,1,1,1
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Dennison Chris Bechis,Colorado (1),#15,5,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Andrew Nelson,Colorado (1),#28,0,1,2,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Max Trotter,Colorado (1),#10,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Joshua Crane,Colorado (1),#11,0,0,1,1
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,J Wesley Chow,Colorado (1),#21,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Stanley Peterson,Colorado (1),#26,0,0,1,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Zachary Krieger,Colorado (1),#02,0,0,0,1
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Matt Gleason,Colorado (1),#29,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Jack Barrow,Colorado (1),#20,2,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Jesse Fisher,Colorado (1),#44,1,2,0,2
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Jeremy Harker,Colorado (1),#80,0,0,0,1
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Todd Wolma,Colorado (1),#35,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Andrew Commander,Colorado (1),#27,2,0,1,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Matt Bubernak,Colorado (1),#24,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Mark Rauls,Colorado (1),#00,1,1,0,1
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Joseph Carrara,Colorado (1),#92,1,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Jimmy Mickle,Colorado (1),#23,0,3,1,2
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Scott Dickson,Eastern Michigan (17),#19,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Trey Taliaferro,Eastern Michigan (17),#08,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Alex Theiss,Eastern Michigan (17),#21,2,0,1,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Johnny Bansfield,Eastern Michigan (17),#55,0,5,2,6
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Brennan Flynn,Eastern Michigan (17),#17,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Austin Engel,Eastern Michigan (17),#05,0,0,0,2
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Grant Furnier,Eastern Michigan (17),#27,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,James Highsmith,Eastern Michigan (17),#06,2,1,1,3
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Jonathan Lee,Eastern Michigan (17),#07,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Gary Grant,Eastern Michigan (17),#25,2,2,1,2
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Alexander Belanger,Eastern Michigan (17),#15,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Andrew Adler,Eastern Michigan (17),#11,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Joshua Osinski,Eastern Michigan (17),#22,0,0,0,0
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Daniel Boynton,Eastern Michigan (17),#36,3,1,0,2
158zWswiO%2b%2bT5uwURssIaZWxk%2fwLGZ5y3WkqsWvq02o%3d,Jacob Noel,Eastern Michigan (17),#16,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Daniel Lee,Michigan (11),#41,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Charles Hyde,Michigan (11),#48,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Michael Roberts,Michigan (11),#43,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Benjamin Page,Michigan (11),#14,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Jonathan Paruk,Michigan (11),#04,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Jesse Buchsbaum,Michigan (11),#34,1,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Krishna Mahajan,Michigan (11),#12,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Andrew Dyer Jr,Michigan (11),#20,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Andrew Purugganan,Michigan (11),#01,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Ryan Schechtman,Michigan (11),#15,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Robert Moyer,Michigan (11),#40,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Max Teener,Michigan (11),#23,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Eli Leonard,Michigan (11),#08,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Dan Calabrese,Michigan (11),#72,0,0,0,0
b4%2bMWBdwDtE1CaeAIzfnShzJq71JgXQPllqltWAw2j4%3d,Elijah Graves,Michigan (11),#17,0,0,0,0
